name,speciality,average_score,hospital_name,city,state
"Dr. Carlos Rosales, MD",General Surgery,5,ALLEGHENY GENERAL HOSPITAL,Pittsburgh,PA
"Dr. Bart Chess, MD",General Surgery,5,ALLEGHENY GENERAL HOSPITAL,Pittsburgh,PA
"Dr. David Jablons, MD",Thoracic Surgery,3.5,UNIV OF CALIF MEDICAL CENTER,San Francisco,CA
"Dr. Robert Volkin, MD",Oncology,4,UPMC Cancer Center,Bethel Park,PA
"Dr. Patricia Nicolato, DO",Cardiothoracic Surgery,5,VCU Med Ctr,Richmond,VA
"Dr. Ghulam Abbas, MD",Thoracic Surgery,5,Chief Division of Thoracic Surgery WVU Health System,Clarksburg,WV
"Dr. Adrian Ong, MD",Trauma Surgery,0,ALLEGHENY GENERAL HOSPITAL,Pittsburgh,PA
"Dr. Christopher Vincent, MD",Peripheral Vascular Surgery,5,Martinsburg VA Medical Center,Martinsburg,WV
"Dr. Aviva Katz, MD",Pediatric Surgery,0,Childrens Hosp Pitts N Med Ctr,Sewickley,PA
"Dr. Leonard Raucher, MD",Family Medicine,4,TIMONIUM MED CTR,Lutherville Timonium,MD
"Dr. James Wiedower, MD",General Surgery,5,Winchester Medical Center,Winchester,VA
"Dr. Marcus Malek, MD",Pediatric Surgery,5,CHILDRENS HOSPITAL,Pittsburgh,PA
"Dr. Stefan Scholz, MD",Pediatric Surgery,5,CHILDRENS HOSPITAL,Pittsburgh,PA
"Dr. Michael Morowitz, MD",Pediatric Surgery,1,Childrens Hospital,Pittsburgh,PA
"Dr. Geoffrey Bond, MD",Pediatric Surgery,3.5,Childrens Hosp Pitts N Med Ctr,Sewickley,PA
"Dr. Joshua Adams, MD",Vascular Surgery,3.5,Carilion Clinic,Roanoke,VA
"Dr. LaMiere Downing, MD",Vascular Surgery,4.5,Carilion Clinic,Christiansburg,VA
"Dr. Anthony Gray Jr, MD",Pulmonology,0,Beverly Hospital,Beverly,MA
"Dr. Christopher Marsh, MD",Hematology,1,Regional Cancer Center,Erie,PA
"Dr. Benzon Dy, MD",General Surgery,5,Winchester Surgical Clinic,Winchester,VA
"Dr. Jongming Li, MD",Hematology,2.5,Regional Cancer Center,Erie,PA
"Dr. Ward Richardson, MD",Pediatric Surgery,5,Magee Womens Hospital,Pittsburgh,PA
"Dr. Jan Rothman, MD",Hematology,4,Regional Cancer Center,Erie,PA
"Dr. Kelly Miller, MD",Pediatric Surgery,0,Childrens Hospital,Pittsburgh,PA
"Dr. Suresh Shah, MD",Hematology,2.5,Regional Cancer Center,Erie,PA
"Dr. Kurtis Moyer, MD",General Surgery,4,Carilion Clinic,Roanoke,VA
"Dr. Farrell Adkins, MD",General Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. Curtis Bower, MD",General Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. Lawrence Rusin, MD",Colon & Rectal Surgery,4,Lahey Hospital,Burlington,MA
"Dr. David Schoetz Jr, MD",Colon & Rectal Surgery,5,Lahey Hospital,Burlington,MA
"Dr. Peter Marcello, MD",Colon & Rectal Surgery,4.5,Lahey Hospital,Burlington,MA
"Dr. Patricia Roberts, MD",Colon & Rectal Surgery,5,Lahey Hospital,Burlington,MA
"Dr. Thomas Read, MD",Colon & Rectal Surgery,4.5,Lahey Hospital,Burlington,MA
"Dr. Mark Bonnell, MD",Cardiac Surgery,5,University Of Toledo Med Ctr,Toledo,OH
"Dr. David Axelrod, MD",Transplant Surgery,3.5,Lahey Hospital,Burlington,MA
"Dr. Desmond Birkett, MD",General Surgery,4,Lahey Hospital,Burlington,MA
"Dr. David Brams, MD",General Surgery,5,Lahey Hospital,Burlington,MA
"Dr. Roger Jenkins, MD",Transplant Surgery,4.5,Lahey Hospital,Burlington,MA
"Dr. Fredric Gordon, MD",Transplant Surgery,5,Lahey Hospital,Burlington,MA
"Dr. William Lewis, MD",Transplant Surgery,5,Lahey Hospital,Burlington,MA
"Dr. Andrew McCullough, MD",Urology,3,Lahey Hospital,Burlington,MA
"Dr. Mohamed Akoad, MD",Transplant Surgery,5,Lahey Hospital,Burlington,MA
"Dr. John Wei, MD",General Surgery,3,Lahey Hospital,Burlington,MA
"Dr. Dmitry Nepomnayshy, MD",General Surgery,4,Lahey Hospital,Burlington,MA
"Dr. Judson Williams, MD",Cardiac Surgery,0,Duke University and Health System,Raleigh,NC
"Dr. William Hope, MD",General Surgery,4.5,New Hanover Med Ctr,Wilmington,NC
"Dr. Michael Stang, MD",Endocrine Surgery,5,Duke Raleigh Hospital,Raleigh,NC
"Dr. David Wyatt, MD",Cardiothoracic Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. William Arnold, MD",Cardiothoracic Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. Joseph Baker, MD",Cardiothoracic Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. Joseph Rowe III, MD",Cardiothoracic Surgery,5,Carilion Clinic,Roanoke,VA
"Dr. Leila Mureebe, MD",Vascular Surgery,1,DUKE MEDICAL CTR,Durham,NC
"Dr. Patrick O'Brien, MD",General Surgery,5,Duke University Medical Center,Durham,NC
"Dr. Richard McCann, MD",Vascular Surgery,4.5,DUKE MEDICAL CTR,Durham,NC
"Dr. Mitchell Cox, MD",Vascular Surgery,5,DUKE MEDICAL CTR,Durham,NC
"Dr. Christopher Mantyh, MD",Colon & Rectal Surgery,3,Duke Cancer Center,Durham,NC
"Dr. Mark Newell, MD",General Surgery,5,Vidant Medical Center,Greenville,NC
"Dr. Paul Mosca, MD",General Surgery,5,Duke Cancer Center,Durham,NC
"Dr. Alexander Perez, MD",General Surgery,4,Duke Cancer Center,Durham,NC
"Dr. Dana Portenier, MD",Surgery,4,Duke University Medical Center,Durham,NC
"Dr. Deborah Froh, MD",Pediatrics,4.5,University of Virginia Medical Center,Charlottesville,VA
"Dr. Michael Hainstock, MD",Pediatric Cardiology,5,University of Virginia Medical Center,Charlottesville,VA
"Dr. W Gerald Teague, MD",Pediatrics,5,University of Virginia Medical Center,Charlottesville,VA
"Dr. Kenneth Norwood, MD",Neurodevelopmental Disabilities,4.5,UVA Children's Hospital,Charlottesville,VA
"Dr. Rebecca Scharf, MD",Developmental-Behavioral Pediatrics,1,UVA Children's Hospital,Charlottesville,VA
"Dr. Gwendolyn Knuckles, MD",Gynecology,2.5,Carolina Clinic,Greenville,NC
"Dr. Sinan Turnacioglu, MD",Neurodevelopmental Disabilities,0,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Roman Bilynsky, MD",Neurodevelopmental Disabilities,0,FORT BELVOIR COMMUNITY HOSPITAL,Fort Belvoir,VA
"Dr. Andrea Gropman, MD",Neurodevelopmental Disabilities,3.5,Childrens National Medical Ctr,Washington,DC
"Dr. Lawrence Morton, MD",Clinical Neurophysiology,5,VCU Health System,Richmond,VA
"Dr. Karen Fairchild, MD",Neonatal Medicine,0,UVA Children's Hospital,Charlottesville,VA
"Dr. Santina Zanelli, MD",Neonatal Medicine,0,University of Virginia Medical Center,Charlottesville,VA
"Dr. Joshua Attridge, MD",Neonatal Medicine,0,University of Virginia Medical Center,Charlottesville,VA
"Dr. Thomas L'Ecuyer, MD",Pediatric Cardiology,3.5,UVA Children's Hospital,Charlottesville,VA
"Dr. Eric Jelin, MD",Pediatric Surgery,5,JOHNS HOPKINS HOSPITAL,Baltimore,MD
"Dr. Gary Della'Zanna, DO",General Surgery,0,ANNE ARUNDEL MEDICAL CENTER,Annapolis,MD
"Dr. Mohamed Salem, MD",Hematology & Oncology,4.5,GEORGETOWN UNIVERSITY HOSPITAL,Washington,DC
"Dr. Shalini Dogra, MD",Hematology & Oncology,1,Tysons Corner Medical Center,McLean,VA
"Dr. Marianna Horn, MD",Hematology & Oncology,5,Kaiser Permanente Capitol Hill Medical Center,Washington,DC
"Dr. Eva Perdahl-Wallace, MD",Hematology & Oncology,5,Kaiser Permanente Capitol Hill,Washington,DC
"Dr. Deborah Lehrich, MD",Hematology,0,MEDSTAR MONTGOMERY MEDICAL CENTER,Olney,MD
"Dr. Kathleen McCardell, MD",Hematology,0,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,Richmond,VA
"Dr. Wade Smith, MD",Hematology,5,VCU Medical Center,Richmond,VA
"Dr. Joseph Hakas Jr, MD",Cardiology,4.5,Pinehurst Medical Clinic,Pinehurst,NC
"Dr. Ani Balmanoukian, MD",Medical Oncology,5,The Angeles Clinic,Los Angeles,CA
"Dr. Jessica Hildebrand, MD",Hematology,5,Leo W Jenkins Cancer Center,Greenville,NC
"Dr. Firas Shadad, MD",Hematology,3,Cone Health Cancer Center,Greensboro,NC
"Dr. Joseph Moore, MD",Hematology,4.5,Duke Cancer Center,Durham,NC
"Dr. Louis Diehl, MD",Hematology,5,DUKE MEDICAL CTR,Durham,NC
"Dr. Ni Gorsuch, MD",Oncology,3.5,Cone Health Cancer Center,Greensboro,NC
"Dr. Heidi Klepin, MD",Hematology,0,Comprehensive Cancer Center,Winston Salem,NC
"Dr. Kenneth Zamkoff, MD",Hematology,5,Comprehensive Cancer Center,Winston Salem,NC
"Dr. Mebea Aklilu, MD",Hematology,5,GERIATRIC OUTPATIENT CLINIC,Winston Salem,NC
"Dr. James Granfortuna, MD",Hematology,5,Cone Health Cancer Center,Greensboro,NC
"Dr. Nathan Streer, MD",Hematology,5,Comprehensive Cancer Center,Winston Salem,NC
"Dr. Zanetta Lamar, MD",Hematology,5,Comprehensive Cancer Center,Winston Salem,NC
"Dr. Jyothi Mann, MD",Gastroenterology,4.5,Gilford Medical Center,Greensboro,NC
"Dr. John Capurro, MD",Family Medicine,4.5,The Christ Hospital,Cincinnati,OH
"Dr. Patrick Hung, MD",Gastroenterology,4,Gilford Medical Center,Greensboro,NC
"Dr. Boris Darovsky, MD",Oncology,5,Smith McMichael Cancer Center,Eden,NC
"Dr. Anisasattara Shomo, MD",Family Medicine,5,Riverview East Health Center,Cincinnati,OH
"Dr. Robert Keyes, MD",Geriatric Medicine,4,The Christ Hospital,Cincinnati,OH
"Dr. Kenneth Farber, DO",Family Medicine,4,The Christ Hospital,West Chester,OH
"Dr. Jason Graff, MD",Geriatric Medicine,4,The Christ Hospital,Cincinnati,OH
"Dr. Eric Niemeyer, MD",Family Medicine,4,The Christ Hospital,Cincinnati,OH
"Dr. Douglas Collins, MD",Family Medicine,4,Christ Hospital,Cincinnati,OH
"Dr. Kalsoom Khan, MD",Oncology,5,Cone Health Cancer Center,Whitsett,NC
"Dr. Gordon Phillips, MD",Oncology,5,WAKE FOREST BAPTIST HEALTH HEMATOLOGY AND ONCOLOGY CLINIC,Winston Salem,NC
"Dr. Eric Neijstrom, MD",Oncology,5,Cone Health Cancer Center,Reidsville,NC
"Dr. Milla Karev, MD",Geriatric Medicine,0,The Christ Hospital,Cincinnati,OH
"Dr. Barry Staley, MD",Family Medicine,4,The Christ Hospital,West Chester,OH
"Dr. Nenuka Reddy, MD",Geriatric Medicine,1,The Christ Hospital,Cincinnati,OH
"Dr. Mina Kalfas, MD",Family Medicine,4,The Christ Hospital,Ft Wright,KY
"Dr. Lisbeth Lazaron, MD",Family Medicine,5,Christ Hospital,Cincinnati,OH
"Dr. Brooks Keeshin, MD",Child & Adolescent Psychiatry,0,UNIVERSITY OF CINCINNATI MEDICAL CENTER,Cincinnati,OH
"Dr. Sarah Hopkins, MD",Child & Adolescent Psychiatry,0,Childrens Hospital,Cincinnati,OH
"Dr. Marie Budev, DO",Internal Medicine,5,Cleveland Clinic,Cleveland,OH
"Dr. David Holden, MD",Internal Medicine,5,Cleveland Clinic,Cleveland,OH
"Dr. Meredith Landorf, MD",Internal Medicine,4,The Christ Hospital,Lakeside Park,KY
"Dr. John Bartholomew, MD",Internal Medicine,5,CLEVELAND CLINIC,Cleveland,OH
"Dr. Deanna Adkins, MD",Pediatric Endocrinology,5,Duke Children's Hospital,Durham,NC
"Dr. Gaurav Gulati, MD",Rheumatology,5,UNIVERSITY HOSPITAL,Cincinnati,OH
"Dr. Michael Pordy, MD",Rheumatology,2,New Horizons Clinic,Blue Ash,OH
"Dr. Baher Foad, MD",Rheumatology,2.5,Foad Medical Center,Cincinnati,OH
"Dr. Matthew Propst, MD",Sports Medicine,5,Cincinnati Children's Hospital,Cincinnati,OH
"Dr. Colleen Kraft, MD",Pediatrics,4,Childrens Hospital,Cincinnati,OH
"Dr. Jennifer Lail, MD",Pediatrics,4,Childrens Hospital,Cincinnati,OH
"Dr. David Franz, MD",Pediatrics,5,Childrens Hospital,Cincinnati,OH
"Dr. Brian Torgerson Sr, MD",Internal Medicine,4,DUKE HEALTH CENTER,Sanford,NC
"Dr. Kanti Ford, MD",Adolescent Medicine,0,Childrens Hospital,Cincinnati,OH
"Dr. Lee Ann Conard, DO",Adolescent Medicine,5,Childrens Hospital,Cincinnati,OH
"Dr. Michele Dritz, MD",Adolescent Medicine,0,Childrens Hospital,Cincinnati,OH
"Dr. Laurie Mitan, MD",Adolescent Medicine,5,Childrens Hospital,Cincinnati,OH
"Dr. Jennifer Woods, MD",Adolescent Medicine,1,Childrens Hospital,Cincinnati,OH
"Dr. Giselle Schneider, MD",Adolescent Medicine,0,Childrens Hospital,Cincinnati,OH
"Dr. Jessica Kahn, MD",Adolescent Medicine,0,Childrens Hospital,Cincinnati,OH
"Dr. Maria Britto, MD",Adolescent Medicine,0,Childrens Hospital,Cincinnati,OH
"Dr. James Harris III, MD",Allergy & Immunology,4,THE SOUTH BEND CLINIC,South Bend,IN
"Dr. John Winder, MD",Allergy & Immunology,3,Mercy Defiance Clinic,Defiance,OH
"Dr. Nicole Maronian, MD","Ear, Nose, and Throat",5,University Hospital,Cleveland,OH
"Dr. Pierre Lavertu, MD","Ear, Nose, and Throat",4.5,University Hospital,Cleveland,OH
"Dr. Brandon Hopkins, MD","Ear, Nose, and Throat",4.5,CLEVELAND CLINIC,Cleveland,OH
"Dr. Chad Zender, MD","Ear, Nose, and Throat",5,University Hospital,Cleveland,OH
"Dr. Michael Wojtanowski, MD",Plastic Surgery,4.5,Ohio Clinic,Westlake,OH
"Dr. Devra Becker, MD",Plastic Surgery,4,UNIVERSITY HOSPITAL,Cleveland,OH
"Dr. Steven Houser, MD","Ear, Nose, and Throat",4,Metrohealth Medical Center,Cleveland,OH
"Dr. Eric Johnson, MD","Ear, Nose, and Throat",5,Elkhart Clinic,Elkhart,IN
"Dr. Teresa Zryd, MD",Family Medicine,3.5,Five Rivers Health Center,Dayton,OH
"Dr. Princess Ogbogu, MD",Allergy & Immunology,5,Ohio State's Medical Center,Columbus,OH
"Dr. Jay Shah, MD",Family Medicine,5,Stagg Medical Center,Hartford,MI
"Dr. Mary Elam, MD",Family Medicine,0,OSU Wilce Student Health Center,Columbus,OH
"Dr. Lu-Jean Feng, MD",Plastic Surgery,3.5,Lu-Jean Feng Clinic,Pepper Pike,OH
"Dr. Marisa Flores, MD",Pediatrics,2,Kernodle Clinic,Elon,NC
"Dr. Suzanne Dvergsten, MD",Pediatrics,0,Kernodle Clinic,Elon,NC
"Dr. Rosemary Stein, MD",Pediatrics,4,International Family Clinic,Burlington,NC
"Dr. Joseph Pringle Jr, MD",Pediatrics,0,Kernodle Clinic,Elon,NC
"Dr. Gerald Tiberio, MD",Pediatrics,5,Muskingum Valley Health Center,Zanesville,OH
"Dr. Robert Mead Jr, MD",Family Medicine,5,West Burlington Medical Center,Burlington,NC
"Dr. Jasna Nogo, MD",Pediatrics,3,Kernodle Clinic,Elon,NC
"Dr. Shannon McQueen, MD",Pediatrics,1,Cone Health Center,Greensboro,NC
"Dr. Judith Westman, MD",Pediatrics,0,OSU Clinic,Columbus,OH
"Dr. Erica Wallace, DO",Family Medicine,5,Kernodle Clinic,Burlington,NC
"Dr. David Bronstein, MD",Family Medicine,4,Kernodle Clinic,Elon,NC
"Dr. David Dunbar, MD",Internal Medicine,0,FAIRFIELD MEDICAL CENTER,Lancaster,OH
"Dr. Paul Ruff, MD",Cardiology,3,Ruff Clinic,Lancaster,OH
"Dr. Hilary McCormick, MD",Pediatrics,3.5,Cone Health Center,Greensboro,NC
"Dr. Adam Tzagournis, MD",Gastroenterology,4,Ambulatory Care Clinic,Marysville,OH
"Dr. James Hedrick, MD",Family Medicine,4.5,Kernodle Clinic,Elon,NC
"Dr. Marcus Babaoff, MD",Family Medicine,4.5,Kernodle Clinic,Elon,NC
"Dr. Nicole Fowler, MD","Ear, Nose, and Throat",4.5,UNIVERSITY HOSPITAL CASE MEDICAL CENTER,Cleveland,OH
"Dr. Ahila Subramanian, MD",Allergy & Immunology,0,Cleveland Clinic,Cleveland,OH
"Dr. Muhammad Ashraf, MD",Internal Medicine,2.5,Wellness Medical Clinic,Columbus,OH
"Dr. Swaran Wiggins, MD",Pediatrics,3,Akron Children's Hospital,Canton,OH
"Dr. Louis Schaner, DO",Pediatrics,5,Children's Clinic,Canton,OH
"Dr. Jana Schweikert, MD",Pediatrics,3.5,Akron Children's Hospital,Canton,OH
"Dr. Jonathan Ferrari, MD",General Surgery,5,Fort Smith Mercy Clinic,Fort Smith,AR
"Dr. Amy Senk, DO",Pediatrics,3,Akron Children's Hospital,North Canton,OH
"Dr. Bryan Rolfes, MD",Facial Plastic & Reconstructive Surgery,0,CLEVELAND CLINIC,Cleveland,OH
"Dr. Mark Blaser, DO",Pediatrics,0,Mercy Med Ctr,Canton,OH
"Dr. Darryl Eckes, MD",General Surgery,3.5,COOPER CLINIC,Fort Smith,AR
"Dr. Thomas Kelly, MD",General Surgery,5,COOPER CLINIC,Fort Smith,AR
"Dr. Stephen Seffense, MD",General Surgery,4.5,COOPER CLINIC,Fort Smith,AR
"Dr. Christopher Coleman, MD",General Surgery,4.5,COOPER CLINIC,Fort Smith,AR
"Dr. Samuel Landrum, MD",General Surgery,5,Sparks Wound Care Clinic,Fort Smith,AR
"Dr. Conor Delaney, MD",General Surgery,5,University Hospital,Cleveland,OH
"Dr. Matthew Kalady, MD",Colon & Rectal Surgery,4,Cleveland Clinic,Cleveland,OH
"Dr. Luca Stocchi, MD",Colon & Rectal Surgery,4,Cleveland Clinic,Cleveland,OH
"Dr. Kelly Casper, MD",Pediatrics,4.5,Akron Children's Hospital,North Canton,OH
"Dr. Ryan Williams, MD",General Surgery,3.5,Cleveland Clinic,Cleveland,OH
"Dr. Dominic Abrams, MD",Cardiology,5,Boston Children's Hospital,Boston,MA
"Dr. Fred Wu, MD",Cardiology,0,Boston Children's Hospital,Boston,MA
"Dr. Mandeep Mehra, MD",Advanced Heart Failure & Transplant Cardiology,3,Brigham and Womens Hospital,Boston,MA
"Dr. Alexander Opotowsky, MD",Cardiology,0,Boston Children's Hospital,Boston,MA
"Dr. Michael Singh, MD",Cardiology,3,Boston Children's Hospital,Boston,MA
"Dr. Anne Valente, MD",Cardiology,5,Boston Children's Hospital,Boston,MA
"Dr. Gary Cramer, MD",Cardiology,5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Laurence Sloss, MD",Cardiology,4.5,Boston Children's Hospital,Boston,MA
"Dr. Marvin Konstam, MD",Cardiology,3,Tufts Medical Center,Boston,MA
"Dr. Alan Kono, MD",Cardiology,0,Tufts Medical Center,Boston,MA
"Dr. Raymond Maguire, DO",Facial Plastic & Reconstructive Surgery,5,UPMC Childrens Hospital,Pittsburgh,PA
"Dr. Gregory Haack, MD",Internal Medicine,4.5,Internal Medicine Clinic,Dayton,OH
"Dr. Gregory Helmer, MD",Cardiology,5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Candace Dick, MD",Cardiology,5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Danielle Cappelletti, MD",Pediatrics,5,Holzer Clinic,Gallipolis,OH
"Dr. Mario Bautista, MD",Pediatrics,5,ADENA HEALTH CENTER,Jackson,OH
"Dr. Collin Burkart, MD","Ear, Nose, and Throat",4.5,The Christ Hospital,Cincinnati,OH
"Dr. Thomas Kereiakes, MD","Ear, Nose, and Throat",4.5,The Christ Hospital,Cincinnati,OH
"Dr. Taufik Kassis, MD",Internal Medicine,4,Community Family Clinic,Frenchburg,KY
"Dr. Jon Sullivan, MD",Pediatrics,5,Holzer Health System,Gallipolis,OH
"Dr. Pradeep Kandula, MD",Pediatrics,2,Holzer Health System,Gallipolis,OH
"Dr. Monique Sherrill, MD",Pediatrics,5,Holzer Health System,Gallipolis,OH
"Dr. Richard Mendieta, MD",Pediatrics,5,Holzer Health System,Gallipolis,OH
"Dr. Stella Ling, MD",Pediatrics,5,Foster J Boyd Reg Cancer Center,Wilmington,OH
"Dr. Brian Ip, MD",Cardiology,4.5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Norman Chapel, MD",Cardiology,4.5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Karl Foster-Smith, MD",Cardiology,5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Huagui Li, MD",Cardiology,4,Minnesota Heart Clinic,Wyoming,MN
"Dr. Robert Ketroser, MD",Cardiology,3.5,Minnesota Heart Clinic,Wyoming,MN
"Dr. Sunil Tholpady, MD",Pediatric Plastic Surgery,5,Riley Hospital,Indianapolis,IN
"Dr. Christopher McLeod, MD",Cardiology,5,United Heart and Vascular Clinic,Saint Paul,MN
"Dr. Gentian Scheer, MD",Internal Medicine,4,Lander Medical Clinic,Lander,WY
"Dr. Richard Jones, MD",Internal Medicine,3,Wind River Clinic,Riverton,WY
"Dr. Terry Donaldson, MD",Internal Medicine,3.5,Donaldson Medical Clinic,Rock Springs,WY
"Dr. John Reckling, MD",Internal Medicine,5,Wind River Clinic,Riverton,WY
"Dr. Todd Bainter, DO",Internal Medicine,0,Lander Medical Clinic,Lander,WY
"Dr. Donald Gullickson, MD",Internal Medicine,3,Lander Medical Clinic,Lander,WY
"Dr. Roger Gose, MD",Internal Medicine,0,Wind River Clinic,Riverton,WY
"Dr. Michael Peterson, MD",Cardiology,5,Saint Paul Heart Clinic,Saint Paul,MN
"Dr. Timothy Odell, MD",Internal Medicine,2.5,University UT Redstne Health Center,Park City,UT
"Dr. John Bockoven, MD",Pediatric Cardiology,5,Akron Children's Hospital,Beachwood,OH
"Dr. John Clark, MD",Pediatric Cardiology,5,Akron Children's Hospital,Akron,OH
"Dr. Chandrakant Patel, MD",Pediatric Cardiology,5,Akron Children's Hospital,Akron,OH
"Dr. John Lane, MD",Pediatric Cardiology,5,Akron Children's Hospital,Akron,OH
"Dr. Robert VanDekappelle Jr, MD",Pediatric Cardiology,0,Akron Children's Hospital,Boardman,OH
"Dr. Grace Smith, MD",Pediatric Cardiology,0,Akron Children's Hospital,Boardman,OH
"Dr. Don McInturff, MD",Pediatrics,4.5,Pocatello Children's Clinic,Pocatello,ID
"Dr. Ira Taub, MD",Pediatric Cardiology,0,Akron Children's Hospital,Beachwood,OH
"Dr. Kenneth Zahka, MD",Pediatric Cardiology,5,Cleveland Clinic,Beachwood,OH
"Dr. Mindy Boehm, MD",Pediatrics,4,Ogden Clinic,Ogden,UT
"Dr. Edward Brown, MD",Pediatrics,4,Ogden Clinic,Ogden,UT
"Dr. Tamar Preminger, MD",Pediatric Cardiology,0,CLEVELAND CLINIC,Cleveland,OH
"Dr. David Parry, MD",Pediatrics,4.5,Asthma Clinic,Pocatello,ID
"Dr. Lloyd Jensen, MD",Pediatrics,4,Pocatello Children's Clinic,Pocatello,ID
"Dr. Laura Duty, MD",Pediatrics,3,Pocatello Children's Clinic,Pocatello,ID
"Dr. Creighton Hardin, MD",Pediatrics,1,Pocatello Children's Clinic,Pocatello,ID
"Dr. Matthew Stelzer, MD",Pediatrics,5,Pocatello Children's Clinic,Pocatello,ID
"Dr. Brian Fulks, MD",Pediatrics,3.5,Pocatello Children's Clinic,Pocatello,ID
"Dr. Shaun Summerill, MD",Pediatrics,5,Pocatello Children's Clinic,Pocatello,ID
"Dr. Gentry Yost, MD",Pediatrics,3.5,Pocatello Children's Clinic,Pocatello,ID
"Dr. David Denton, MD",Pediatrics,4,Pocatello Children's Clinic,Pocatello,ID
"Dr. Matthew Murdoch, MD",Pediatrics,5,Pocatello Children's Clinic,Pocatello,ID
"Dr. Adhish Agarwal, MD",Nephrology,4,The Kidney and Liver Clinic,Salt Lake City,UT
"Dr. Molly O'Gorman, MD",Nephrology,3,Primary Childrens Hospital,Salt Lake City,UT
"Dr. Ajay Tripuraneni, MD",Internal Medicine,5,Kaiser Permanente North Lancaster Medical Office,Salem,OR
"Dr. Lori Blauwet, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Daniel Borgeson, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Peter Brady, MD",Cardiology,5,Mayo Clinic Health System,Mankato,MN
"Dr. Linda Russo, MD",Pediatric Cardiology,3,CHILDRENS HOSPITAL,Pittsburgh,PA
"Dr. Manpreet Kanwar, MD",Cardiology,0,Mankato Clinic,Mankato,MN
"Dr. Allan Jaffe, MD",Cardiology,0,Mayo Clinic Health System,Mankato,MN
"Dr. Michael Osborn, MD",Cardiology,3,Mayo Clinic Health System,Mankato,MN
"Dr. Titus Evans, MD",Cardiology,4,Mayo Clinic Health System,Mankato,MN
"Dr. Michael McGoon, MD",Cardiology,5,Mayo Clinic Health System,Mankato,MN
"Dr. Gerald Gau, MD",Cardiology,5,Mayo Clinic Health System,Mankato,MN
"Dr. Eiran Gorodeski, MD",Cardiology,5,CLEVELAND CLINIC,Cleveland,OH
"Dr. Maria Mountis, DO",Cardiology,5,CLEVELAND CLINIC,Cleveland,OH
"Dr. James Richardson, MD",Cardiology,5,Washington Health System,Washington,PA
"Dr. John Costello Jr, MD",Cardiology,5,Washington Health System,Washington,PA
"Dr. Naveen Acharya, MD",Cardiology,4,CLEVELAND CLINIC,Cleveland,OH
"Dr. Tom Lassar, MD",Cardiology,5,University Hospital,Cleveland,OH
"Dr. Robert McBane, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Maan Fares, MD",Cardiology,3,Kaiser Permanente Parma Medical Center,Parma,OH
"Dr. William Freeman, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Heidi Connolly, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Naser Ammash, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Douglas Packer, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Robert Frye, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Joseph Murphy, MD",Cardiology,4.5,MAYO CLINIC,Rochester,MN
"Dr. Kevin Greason, MD",Cardiology,5,Mayo Clinic,Rochester,MN
"Dr. Raju Modi, MD",Cardiology,4.5,Cardiovascular Clinic,Parma,OH
"Dr. Arthur Ulatowski, DO",Cardiology,0,Cardiovascular Clinic,Parma,OH
"Dr. Neelesh Desai, MD",Cardiology,3.5,Cardiovascular Clinic,Parma,OH
"Dr. James Sechler, MD",Cardiology,5,Cardiovascular Clinic,Parma,OH
"Dr. Gerald Burma, MD",Cardiology,5,Cardiovascular Clinic,Parma,OH
"Dr. James Ramicone, DO",Cardiology,5,Cardiovascular Clinic,Parma,OH
"Dr. Anthony Vlastaris, MD",Cardiology,5,Cleveland Clinic,Cleveland,OH
"Dr. Marcello Mellino, MD",Cardiology,5,Cleveland Clinic,Cleveland,OH
"Dr. Tamouh Hamoud, MD",Cardiology,5,Cleveland Clinic,Cleveland,OH
"Dr. John Schneider, MD",Cardiology,4,The Christ Hospital,Wilmington,OH
"Dr. James Kong, MD",Cardiology,5,The Christ Hospital,Wilmington,OH
"Dr. Ashoka Nautiyal, MD",Cardiology,5,Cleveland Clinic,Westlake,OH
"Dr. Christopher Wright, MD",Cardiology,5,The Christ Hospital,Wilmington,OH
"Dr. Thomas Comerford, MD",Cardiology,5,Cleveland Clinic,Cleveland,OH
"Dr. Robert Reynolds, MD",Cardiology,0,Cleveland Clinic,Westlake,OH
